SKU Code,SAP Code,SAP Name,Category,Model Code,Model Name,UPC Code,HS Code,Release Date,Season,Capacity(Capacity Unit),Collection Name,Color,Material,Size (mm),Net Weight(Weight Unit),Country of Origin,Care Instructions,Line Name,Operational Status,Sales Grade,Design Grade,SAP Price (KRW),Paid Packaging Options,Product Name (ko),Product Name (en),Product Description (ko),Product Description (en),Collection Name (ko),Collection Name (en),Internal Search Keyword (ko),Internal Search Keyword (en),Sales Availability by Channel
S18000093,18000093,LINE CEREAL BOWL,DINNERWARE > BOWL,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000092,18000092,LINE BASKET,DINNERWARE > DINNERWARE ETC,,,,,,,0.000 (),,,,,1436,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000091,18000091,GLOVE OVAL PLATE,DINNERWARE > PLATE,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000090,18000090,GLOVE CIRCLE PLATE,DINNERWARE > PLATE,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000089,18000089,NAIL TUMBLER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,295,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000088,18000088,NAIL POT,DRINKWARE > DRINKWARE ETC,,,,,,,0.000 (),,,,,730,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000087,18000087,NAIL ESPRESSO SAUCER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,122,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000086,18000086,NAIL ESPRESSO CUP,DRINKWARE > CUP,,,,,,,0.000 (),,,,,135,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000085,18000085,NAIL CAPPUCCINO SAUCER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,268,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000084,18000084,NAIL CAPPUCCINO CUP,DRINKWARE > CUP,,,,,,,0.000 (),,,,,255,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000083,18000083,LINE MUG SAUCER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000082,18000082,LINE MUG M,DRINKWARE > CUP,,,,,,,0.000 (),,,,,308,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000081,18000081,LINE MUG L,DRINKWARE > CUP,,,,,,,0.000 (),,,,,395,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000080,18000080,LINE JUG,DRINKWARE > DRINKWARE ETC,,,,,,,0.000 (),,,,,969,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000079,18000079,LINE ESPRESSO SAUCER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,142,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000078,18000078,LINE ESPRESSO CUP,DRINKWARE > CUP,,,,,,,0.000 (),,,,,146,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000077,18000077,LINE CAPPUCCINO SAUCER,DRINKWARE > CUP,,,,,,,0.000 (),,,,,234,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000076,18000076,LINE CAPPUCCINO CUP,DRINKWARE > CUP,,,,,,,0.000 (),,,,,273,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000074,18000074,HEELS CUTTER,TABLE ACCESSORIES > TABLE ACCESSORIES,,,,,,,0.000 (),,,,,200,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000073,18000073,LIPSTICK OPENER,TABLE ACCESSORIES > TABLE ACCESSORIES,,,,,,,0.000 (),,,,,149.5,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000072,18000072,LINE VASE,TABLE ACCESSORIES > TABLE ACCESSORIES,,,,,,,0.000 (),,,,,1196,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000071,18000071,PENCIL KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,51,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000070,18000070,PENCIL SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,51,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000069,18000069,PENCIL FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,51,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000068,18000068,OFFICE KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,37,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000067,18000067,BOLT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000066,18000066,BOLT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000065,18000065,EMBOSS KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,35,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000064,18000064,EMBOSS SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,47,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000063,18000063,EMBOSS FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,43,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000062,18000062,BUCKLE SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,35,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000061,18000061,BUCKLE FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,32,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000060,18000060,SHINING SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,67,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000059,18000059,SHINING DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,44,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000058,18000058,SHINING FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,62,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000057,18000057,SHINING DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,39,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000054,18000054,NAIL PICK,FLATWARE > FORK,,,,,,,0.000 (),,,,,8,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000053,18000053,LINE BUTTER KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,40,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000052,18000052,DOT BUTTER KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,40,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000051,18000051,FIGURE EGG CUP,TABLE ACCESSORIES > TABLE ACCESSORIES,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000049,18000049,WAVE COASTER,DRINKWARE > DRINKWARE ETC,,,,,,,0.000 (),,,,,450,,,,CONTINUED,,,0,,,,,,,,,,NUF_Official_KR
S18000048,18000048,WAVE TRAY 39,TABLE ACCESSORIES > SERVING TRAY,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000047,18000047,WAVE HOLDER,TABLE ACCESSORIES > TABLE ACCESSORIES,,,,,,,0.000 (),,,,,388,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000046,18000046,WAVE CUTLERY REST,TABLE ACCESSORIES > CUTLERY REST,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000044,18000044,WAVE TRAY 25,TABLE ACCESSORIES > SERVING TRAY,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000043,18000043,WAVE SQUARE PLATE,DINNERWARE > PLATE,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000041,18000041,CARD CUTLERY REST,TABLE ACCESSORIES > CUTLERY REST,,,,,,,0.000 (),,,,,60,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000040,18000040,CREDIT CARD REST 01,TABLE ACCESSORIES > CUTLERY REST,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000039,18000039,WAVE DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,33,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000038,18000038,WAVE SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,57,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000037,18000037,WAVE KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,42,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000036,18000036,WAVE DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,31,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000035,18000035,WAVE FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,50,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000034,18000034,WAVE BUTTER KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,28,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000033,18000033,WAFFERS SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,93,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000032,18000032,NERD DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000031,18000031,NERD SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000030,18000030,NERD DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000029,18000029,NERD FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000028,18000028,NERD BUTTER KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,0,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000023,18000023,PILLOW SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,94,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000022,18000022,LINE SERVING SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,252,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000021,18000021,LINE DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,42,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000020,18000020,LINE SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,69,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000019,18000019,LINE KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,60,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000018,18000018,LINE SERVING FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,236,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000017,18000017,LINE DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,38,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000016,18000016,LINE FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,63,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000015,18000015,DOT DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,30,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000014,18000014,DOT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,55,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000013,18000013,DOT KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,80,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000012,18000012,DOT DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,27,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000011,18000011,DOT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,46,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000010,18000010,CHESS DESSERT SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,30,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000009,18000009,CHESS SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,55,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000008,18000008,CHESS KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,86,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000007,18000007,CHESS DESSERT FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,37,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000006,18000006,CHESS BUTTER KNIFE,FLATWARE > KNIFE,,,,,,,0.000 (),,,,,62,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000005,18000005,CHESS FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,52,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000003,18000003,BALLOON SPOON,FLATWARE > SPOON,,,,,,,0.000 (),,,,,48,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S18000002,18000002,BALLOON FORK,FLATWARE > FORK,,,,,,,0.000 (),,,,,55,,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000222,17000222,DOT BUTTER KNIFE-01WH,FLATWARE > KNIFE,18000052,DOT BUTTER KNIFE,8800338256955,8215999000,2025-12-22,2025,0.000 (),PATTERN,01WH,,13*133*5,40,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,18000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 버터 나이프 블랙,Dot Butter Knife Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 버터 나이프,Butter knife in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000221,17000221,DOT DESSERT SPOON-01WH,FLATWARE > SPOON,18000015,DOT DESSERT SPOON,8800338256948,8215991000,2025-12-22,2025,0.000 (),PATTERN,01WH,,29*130*3,30,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,18000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 디저트 스푼 블랙,Dot Dessert Spoon Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 디저트 스푼,Dessert spoon in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디저트 스푼, 작은 스푼, 스푼, 아이스크림 스푼, 디저트 숟가락","dessert spoon, teaspoon, spoon, ice cream spoon",NUF_Official_KR
S17000220,17000220,DOT DESSERT FORK-01WH,FLATWARE > FORK,18000012,DOT DESSERT FORK,8800338256931,8215992000,2025-12-22,2025,0.000 (),PATTERN,01WH,,20*130*3,27,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,18000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 디저트 포크 블랙,Dot Dessert Fork Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 디저트 포크,Dessert fork in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디저트 포크, 작은 포크, 케이크 포크, 포크","dessert fork, cake fork, fork",NUF_Official_KR
S17000219,17000219,DOT KNIFE-01WH,FLATWARE > KNIFE,18000013,DOT KNIFE,8800338256924,8211910000,2025-12-22,2025,0.000 (),PATTERN,01WH,,17*184*8,80,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 나이프 블랙,Dot Knife Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 디너 나이프,Dinner knife in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디너 나이프, 테이블 나이프, 식사용 나이프, 메인 나이프, 나이프","dinner knife, tableknife, main knife,  dining knife, flatware knife",NUF_Official_KR
S17000218,17000218,DOT FORK-01WH,FLATWARE > FORK,18000011,DOT FORK,8800338256900,8215992000,2025-12-22,2025,0.000 (),PATTERN,01WH,,27*179*3,46,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 포크 블랙,Dot Fork Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 디너 포크,Dinner fork in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디너 포크, 테이블 포크, 식사용 포크, 포크, 메인 포크, 커트러리 포크","dinner fork, cutlery fork, table fork, dining fork, flatware fork, main fork",NUF_Official_KR
S17000217,17000217,DOT SPOON-01WH,FLATWARE > SPOON,18000014,DOT SPOON,8800338256917,8215991000,2025-12-22,2025,0.000 (),PATTERN,01WH,,40*180*3,55,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",닷 스푼 블랙,Dot Spoon Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 디너 스푼,Dinner spoon in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디너 스푼, 테이블 스푼, 식사용 스푼, 숟가락, 메인 스푼, 스푼","dinner spoon, tablespoon, main spoon,  dining spoon, flatware spoon",NUF_Official_KR
S17000216,17000216,WAVE SPOON CASE-02,TABLE ACCESSORIES > TABLE ACCESSORIES,18000131,WAVE SPOON CASE,8800338254524,7616999090,2025-12-05,2025,0.000 (),WAVE,Silver,,51*75*28,86,," | KO: 식기세척기 및 전자레인지 사용 금지
내부는 마른 천·물티슈로 가볍게 세척, 용도 외 사용 금지
강한 세제(과탄산소다, 락스 등) 사용 금지 | EN: Not safe for dishwasher or microwave
Clean the interior gently with a dry cloth or wet wipe, Use only for its intende
Avoid strong detergents (such as sodium percarbonate or chlorine bleach)",HALF WAVE,CONTINUED,2,2.0,53000,,웨이브 스푼 케이스,Wave Spoon Case,수트케이스를 모티프로 구조적 디테일과 위트를 더한 웨이브 스푼 전용 포터블 케이스,"Portable case for the Wave Spoon, featuring a playful suitcase-inspired design and structural details",웨이브,Wave,"웨이브, 스푼, 하프, 디너 스푼, 테이블 스푼, 커트러리 스푼, 케이스","wave, spoon, half, dinner spoon, table spoon, cutlery spoon, case",NUF_Official_KR
S17000215,17000215,WAVE FORK CASE-02,TABLE ACCESSORIES > TABLE ACCESSORIES,18000130,WAVE FORK CASE,8800338254517,7616999090,2025-12-05,2025,0.000 (),WAVE,Silver,,51*75*28,86,," | KO: 식기세척기 및 전자레인지 사용 금지
내부는 마른 천·물티슈로 가볍게 세척, 용도 외 사용 금지
강한 세제(과탄산소다, 락스 등) 사용 금지 | EN: Not safe for dishwasher or microwave
Clean the interior gently with a dry cloth or wet wipe, Use only for its intende
Avoid strong detergents (such as sodium percarbonate or chlorine bleach)",HALF WAVE,CONTINUED,2,2.0,53000,,웨이브 포크 케이스,Wave Fork Case,수트케이스를 모티프로 구조적 디테일과 위트를 더한 웨이브 포크 전용 포터블 케이스,"Portable case for the Wave Fork, featuring a playful suitcase-inspired design and structural details",웨이브,Wave,"웨이브, 포크, 하프, 디너 포크, 테이블 포크, 커트러리 포크, 케이스","wave, fork, half, dinner fork, table fork, cutlery fork, case",NUF_Official_KR
S17000214,17000214,LACE KNIFE-02,FLATWARE > KNIFE,18000129,LACE KNIFE,8800338254456,8211910000,2025-11-28,2025,0.000 (),FASHION,Silver,,18*188*4,50,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LACE,CONTINUED,,2.0,32000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",레이스 나이프,Lace Knife,"리듬감 있는 레이스 패턴의 사이드 라인이 특별함을 더하는 스테인리스 스틸 소재 디너 나이프
","Dinner knife in stainless steel, accentuated by its rhythmic lace-patterned side silhouette
",레이스,LACE,"디너 나이프, 테이블 나이프, 식사용 나이프, 메인 나이프, 나이프","dinner knife, tableknife, main knife,  dining knife, flatware knife",NUF_Official_KR
S17000213,17000213,LACE SPOON-02,FLATWARE > SPOON,18000128,LACE SPOON,8800338254449,8215991000,2025-11-28,2025,0.000 (),FASHION,Silver,,45*185*4,75,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LACE,CONTINUED,,2.0,32000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",레이스 스푼,Lace Spoon,"리듬감 있는 레이스 패턴의 사이드 라인이 특별함을 더하는 스테인리스 스틸 소재 디너 스푼
","Dinner spoon in stainless steel, accentuated by its rhythmic lace-patterned side silhouette
",레이스,LACE,"디너 스푼, 테이블 스푼, 식사용 스푼, 숟가락, 메인 스푼, 스푼","dinner spoon, tablespoon, main spoon,  dining spoon, flatware spoon",NUF_Official_KR
S17000212,17000212,LACE FORK-02,FLATWARE > FORK,18000127,LACE FORK,8800338254432,8215992000,2025-11-28,2025,0.000 (),FASHION,Silver,,32*183*4,72,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LACE,CONTINUED,,2.0,32000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",레이스 포크,Lace Fork,"리듬감 있는 레이스 패턴의 사이드 라인이 특별함을 더하는 스테인리스 스틸 소재 디너 포크
","Dinner fork in stainless steel, accentuated by its rhythmic lace-patterned side silhouette
",레이스,LACE,"디너 포크, 테이블 포크, 식사용 포크, 포크, 메인 포크, 커트러리 포크","dinner fork, cutlery fork, table fork, dining fork, flatware fork, main fork",NUF_Official_KR
S17000211,17000211,HALF WAVE SPOON-02,FLATWARE > SPOON,18000126,HALF WAVE SPOON,8800338254470,8215991000,2025-12-05,2025,0.000 (),WAVE,Silver,,40*106*3,30,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",HALF WAVE,CONTINUED,2,2.0,0,,하프 웨이브 스푼,Half Wave Spoon,컴팩트한 비율과 입체적인 웨이브 실루엣이 돋보이는 스테인리스 스틸 소재의 하프 스푼,Half-spoon in stainless steel with a compact design and sculptural wave silhouette,웨이브,Wave,"웨이브, 스푼, 하프, 디너 스푼, 테이블 스푼, 커트러리 스푼","wave, spoon, half, dinner spoon, table spoon, cutlery spoon",NUF_Official_KR
S17000210,17000210,HALF WAVE FORK-02,FLATWARE > FORK,18000125,HALF WAVE FORK,8800338254463,8215992000,2025-12-05,2025,0.000 (),WAVE,Silver,,27*106*3,30,," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",HALF WAVE,CONTINUED,2,2.0,0,,하프 웨이브 포크 ,Half Wave Fork,컴팩트한 비율과 입체적인 웨이브 실루엣이 돋보이는 스테인리스 스틸 소재의 하프 포크,Half-fork in stainless steel with a compact design and sculptural wave silhouette,웨이브,Wave,"웨이브, 포크, 하프, 디너 포크, 테이블 포크, 커트러리 포크","wave, fork, half, dinner fork, table fork, cutlery fork",NUF_Official_KR
S17000209,17000209,RING DESSERT SPOON-02,FLATWARE > SPOON,18000124,RING DESSERT SPOON,8800294297863,8215991000,2025-09-05,2025,0.000 (),FASHION,Silver,,31*141*3,41,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",RING,CONTINUED,2,2.0,28000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",링 디저트 스푼,Ring Dessert Spoon,유기적인 링 체인이 우아한 매력을 더하는 스테인리스 스틸 소재의 디저트 스푼,Dessert spoon in stainless steel with a ring chain defined by its elegant and organic shape,링,Ring,"디저트 스푼, 작은 스푼, 스푼, 아이스크림 스푼, 디저트 숟가락","dessert spoon, teaspoon, spoon, ice cream spoon",NUF_Official_KR
